kod_nadzsj_d,Obyvatelstvo - zaměstnaní - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: zaměstnanci - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: zaměstnavatelé - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: osoby pracující na vlastní účet - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: nezjištěno - celkem,Obyvatelstvo - zaměstnaní - věk: 15 - 24  - celkem,Obyvatelstvo - zaměstnaní - věk: 25 - 34  - celkem,Obyvatelstvo - zaměstnaní - věk: 35 - 44  - celkem,Obyvatelstvo - zaměstnaní - věk: 45 - 54  - celkem,Obyvatelstvo - zaměstnaní - věk: 55 - 59  - celkem,Obyvatelstvo - zaměstnaní - věk: 60 - 64  - celkem,Obyvatelstvo - zaměstnaní - věk: 65 a více  - celkem
57411202,13,13,0,0,0,1,3,2,4,3,0,0
57411203,15,11,1,2,1,2,1,4,4,1,1,2
57411204,76,65,1,7,3,4,18,14,20,11,5,4
57411205,13,13,0,0,0,1,2,5,3,2,0,0
57411206,61,51,1,8,1,5,6,25,15,6,2,2
57411207,23,16,0,5,2,2,3,4,7,4,2,1
0574013,0,0,0,0,0,0,0,0,0,0,0,0
57412102,56,46,3,4,3,5,13,14,11,6,5,2
57412104,899,706,10,111,72,60,170,218,254,92,66,39
57412105,560,470,0,47,43,35,110,138,139,69,43,26
57412107,131,109,1,17,4,11,23,47,25,13,8,4
57412108,1306,1058,12,118,118,94,249,312,345,152,87,67
57412109,307,229,4,51,23,25,58,70,81,38,19,16
57412110,585,447,8,79,51,50,92,148,146,58,44,47
57412111,62,47,1,12,2,3,13,19,12,4,6,5
57412112,8,8,0,0,0,3,2,2,0,1,0,0
57412113,243,189,4,30,20,23,24,60,89,14,16,17
57412114,130,101,5,12,12,9,21,28,30,19,10,13
57412115,122,95,1,19,7,8,24,31,33,9,12,5
57412116,638,493,5,65,75,75,118,164,161,60,35,25
57412117,228,182,1,32,13,18,39,51,70,18,19,13
57412118,121,92,2,11,16,7,13,33,37,22,4,5
57412119,130,103,0,15,12,9,24,31,38,15,7,6
57412120,82,65,1,6,10,6,8,26,24,8,4,6
57412122,178,123,2,30,23,14,37,62,35,15,12,3
57413901,359,285,1,41,32,30,65,94,107,35,17,11
57414701,65,51,0,6,8,4,6,23,14,7,4,7
57415501,210,168,3,24,15,21,42,41,77,16,6,7
57454601,107,78,0,21,8,6,16,14,39,17,8,7
57454602,296,223,6,44,23,15,33,65,85,48,30,20
57454603,74,54,2,15,3,5,10,19,22,9,4,5
57454604,35,27,2,2,4,1,7,11,11,1,1,3
57454605,33,27,0,5,1,2,6,9,12,2,1,1
57417101,187,148,0,25,14,15,21,56,58,21,11,5
57418001,78,60,0,14,4,6,12,24,15,14,3,4
57418002,33,25,0,6,2,2,5,8,11,3,3,1
57418003,28,20,2,6,0,2,5,7,10,1,3,0
54770101,29,21,0,5,3,2,8,4,7,4,2,2
57338801,45,30,0,13,2,4,6,13,7,7,4,4
57421002,56,35,2,18,1,4,6,21,13,9,0,3
57421003,227,175,1,35,16,13,44,40,73,27,20,10
57421004,44,36,0,6,2,1,5,20,8,5,4,1
57421005,159,125,2,21,11,10,20,39,49,24,8,9
57422801,232,190,3,25,14,22,39,41,80,25,9,16
57423601,61,49,2,7,3,4,8,15,17,10,3,4
57424401,114,77,3,28,6,6,25,28,22,17,11,5
57425201,40,33,0,5,2,1,7,11,12,3,3,3
57425202,128,112,1,9,6,11,22,20,45,18,6,6
57425203,511,424,4,47,36,27,79,116,161,62,42,24
57425204,45,33,0,7,5,3,9,11,11,6,3,2
57425206,39,27,0,7,5,1,4,6,18,6,2,2
57425207,121,94,1,19,7,6,18,31,41,12,9,4
57425208,111,94,0,11,6,10,8,26,44,8,9,6
57426101,29,24,0,4,1,4,4,13,5,2,1,0
57426102,16,15,0,1,0,0,3,6,2,3,2,0
57426103,41,30,0,8,3,1,10,13,8,1,4,4
57426104,18,13,0,5,0,1,1,6,4,1,3,2
57426105,186,143,2,28,13,11,22,68,41,25,12,7
57386801,58,42,1,6,9,8,7,15,15,6,4,3
57386803,108,86,1,13,8,7,23,33,27,7,6,5
57386804,189,138,2,29,20,10,28,50,49,30,12,10
57386805,267,206,2,42,17,11,26,66,94,29,26,15
57386806,41,28,0,5,8,5,4,4,12,7,5,4
57386809,616,464,6,89,57,38,81,154,174,65,47,57
57386810,122,92,3,18,9,2,22,40,34,11,7,6
57386811,46,37,0,5,4,2,11,9,18,3,3,0
57386812,241,192,0,30,19,15,28,59,81,28,11,19
57386813,860,716,3,79,62,70,166,172,272,121,31,28
57386815,244,201,5,21,17,15,56,51,69,28,10,15
57386816,230,205,0,14,11,19,49,40,74,26,12,10
57386817,238,183,2,34,19,12,47,79,39,22,22,17
57386818,110,82,1,14,13,12,13,32,28,12,6,7
57386819,102,66,3,24,9,7,8,24,31,12,10,10
57386820,597,426,13,104,54,37,88,147,158,72,44,51
57386821,751,589,7,99,56,87,168,163,195,77,27,34
57386822,33,20,1,9,3,2,6,8,13,2,1,1
57386824,227,171,1,30,25,25,58,50,46,26,12,10
57386825,907,713,15,99,80,48,141,222,204,111,98,83
57386826,1218,966,11,148,93,123,298,288,267,124,70,48
57386827,414,323,5,61,25,30,49,69,128,83,36,19
57386828,488,388,5,60,35,39,100,108,119,54,25,43
57386829,507,397,5,67,38,41,86,106,142,62,33,37
57386831,674,487,21,100,66,45,91,164,178,84,47,65
57386832,43,36,1,5,1,2,6,12,17,3,3,0
57386833,133,95,2,22,14,9,11,40,40,7,13,13
3202260,0,0,0,0,0,0,0,0,0,0,0,0
3316510,0,0,0,0,0,0,0,0,0,0,0,0
3381170,0,0,0,0,0,0,0,0,0,0,0,0
57427902,646,497,5,100,44,23,108,141,172,99,47,56
57427903,49,39,0,7,3,1,4,18,16,6,4,0
57427904,112,82,3,18,9,4,18,33,33,13,4,7
57427905,237,167,4,51,15,24,33,51,74,26,22,7
57427906,137,108,2,20,7,11,21,20,44,16,13,12
57427907,459,362,5,58,34,38,76,87,137,64,21,36
57427908,723,576,5,79,63,52,118,159,201,98,53,42
57427909,528,397,4,73,54,44,104,102,158,55,35,30
57427910,65,52,0,9,4,2,10,19,16,4,5,9
57427911,1277,937,18,207,115,96,190,253,366,169,96,107
57427912,77,61,2,12,2,6,7,13,22,13,9,7
57427913,27,20,1,4,2,2,2,9,6,3,4,1
1073102,0,0,0,0,0,0,0,0,0,0,0,0
1073360,0,0,0,0,0,0,0,0,0,0,0,0
57428703,377,287,4,50,36,22,55,101,119,45,19,16
57428704,20,14,0,4,2,3,2,2,8,1,3,1
57429501,167,128,1,23,15,13,29,38,56,19,5,7
57431701,160,123,4,25,8,12,32,41,38,17,10,10
57434101,70,48,0,10,12,3,9,16,25,6,3,8
57434102,29,24,0,4,1,1,6,7,4,6,3,2
57434104,126,94,5,21,6,11,16,20,48,19,5,7
57434105,550,420,9,73,48,45,111,128,154,59,32,21
57434106,35,32,0,3,0,4,5,9,14,2,1,0
57434107,975,759,6,139,71,55,162,260,271,99,70,58
1339063,0,0,0,0,0,0,0,0,0,0,0,0
1339140,0,0,0,0,0,0,0,0,0,0,0,0
57435001,78,58,0,16,4,5,16,21,20,11,3,2
57435002,193,140,6,35,12,11,37,43,62,15,13,12
57435003,17,12,0,5,0,1,0,9,6,0,0,1
57435004,45,33,1,8,3,1,10,6,15,4,5,4
57435005,10,4,0,5,1,1,0,2,4,2,0,1
57435007,280,210,3,42,25,17,49,68,76,39,17,14
57436801,99,63,2,27,7,6,20,13,27,19,7,7
57437601,37,26,0,9,2,4,5,7,15,3,2,1
57437603,297,239,3,36,19,21,42,83,86,34,19,12
57438401,82,68,0,12,2,6,17,21,15,14,7,2
57438402,114,85,1,18,10,6,25,20,33,17,4,9
57440601,40,31,0,8,1,5,7,7,9,5,4,3
57440602,140,117,2,16,5,13,29,33,40,19,3,3
57440603,123,98,1,16,8,6,19,40,27,19,7,5
53078601,98,79,1,11,7,6,23,33,24,9,2,1
54772701,51,40,0,11,0,0,6,16,19,5,4,1
57442202,18,10,0,5,3,1,3,4,7,1,1,1
57442203,131,107,0,15,9,6,20,37,34,20,9,5
57443101,126,86,4,26,10,7,17,31,38,11,8,14
57445701,25,19,0,4,2,1,3,9,10,1,0,1
57445702,126,93,2,26,5,13,25,27,31,15,8,7
57446501,40,31,2,6,1,2,4,15,11,4,2,2
57446502,36,25,0,9,2,2,6,5,12,7,3,1
57446503,20,14,0,6,0,0,3,4,8,1,3,1
57446504,189,139,3,29,18,17,28,35,54,29,13,13
57448101,21,12,1,8,0,1,1,6,6,1,1,5
57448102,23,19,0,3,1,2,4,3,8,5,0,1
57448103,76,54,2,16,4,7,10,16,22,8,7,6
57448104,184,126,6,37,15,13,22,54,52,17,16,10
57448105,15,8,0,4,3,1,0,3,6,1,2,2
57448106,25,19,0,5,1,0,8,5,7,3,2,0
57448107,153,127,2,14,10,12,22,33,61,14,5,6
57448108,47,37,1,9,0,2,13,11,15,1,2,3
57449001,30,16,0,13,1,2,5,8,4,6,4,1
57449002,166,131,2,27,6,13,21,37,61,16,9,9
54765401,13,12,0,0,1,0,2,1,7,2,1,0
54765402,84,65,1,14,4,2,17,20,19,8,12,6
57451101,144,109,2,18,15,13,25,43,34,14,8,7
57453801,32,23,1,7,1,1,3,6,9,5,4,4
57453802,23,9,0,5,9,1,2,7,10,0,1,2
57453803,95,80,0,9,6,4,10,22,29,11,11,8
57453804,51,35,1,12,3,2,9,9,14,9,3,5
57453805,21,19,0,1,1,1,2,8,5,2,1,2
57453806,45,37,0,5,3,3,7,10,14,7,1,3
57453810,12,5,1,6,0,0,1,2,6,0,1,2
57453811,354,264,8,49,33,22,44,84,107,44,24,29
57453812,74,42,0,26,6,6,7,20,23,8,5,5
57455401,107,79,4,16,8,4,15,32,22,7,10,17
57455402,287,223,7,40,17,18,58,64,79,48,13,7
57456201,316,259,3,31,23,23,49,74,94,47,13,16
57456203,15,12,0,2,1,0,4,5,3,1,1,1
57456204,21,16,0,3,2,0,8,4,6,1,0,2
57457101,8,5,0,2,1,0,0,2,4,1,1,0
57457102,167,136,0,21,10,13,34,44,40,18,7,11
57457103,28,21,0,5,2,0,4,12,6,4,0,2
54764601,1053,804,9,149,91,85,137,242,333,111,72,73
57458901,153,124,3,18,8,13,16,37,48,20,11,8
54774301,140,111,2,18,9,12,32,30,42,15,4,5
54756502,73,45,1,14,13,5,11,21,18,10,5,3
54756503,25,22,0,1,2,3,4,7,2,4,4,1
57460101,36,22,0,13,1,1,5,10,14,3,2,1
57460102,152,120,2,23,7,6,21,52,60,8,3,2
57462701,70,56,2,11,1,3,11,17,22,9,5,3
57463501,95,63,0,22,10,3,11,22,26,14,8,11
57463503,36,26,0,6,4,2,5,17,7,3,1,1
57464301,235,183,3,36,13,14,36,57,68,29,15,16
57465101,121,87,0,26,8,6,20,33,30,12,9,11
57465102,91,67,1,18,5,5,16,24,29,11,3,3
57465103,52,38,1,7,6,4,4,20,8,8,6,2
57465104,30,18,0,9,3,2,6,5,9,1,2,5
57466001,20,18,1,1,0,1,6,2,7,2,2,0
57466002,60,52,1,6,1,6,11,15,17,11,0,0
57466003,88,71,0,8,9,10,19,32,16,5,3,3
57466005,70,54,3,12,1,7,8,19,20,10,4,2
57468601,315,246,5,45,19,13,59,84,88,35,20,16
57469402,276,203,1,49,23,18,45,71,77,33,14,18
57470802,147,110,5,18,14,4,18,55,42,12,8,8
57607701,508,417,4,48,39,37,76,111,141,88,37,18
3178960,0,0,0,0,0,0,0,0,0,0,0,0
57608501,159,137,1,17,4,11,18,46,47,21,12,4
57608502,27,23,0,3,1,2,5,6,3,3,6,2
0010310,0,0,0,0,0,0,0,0,0,0,0,0
57609301,57,43,0,13,1,3,3,10,25,10,3,3
57609304,55,50,0,4,1,5,6,17,11,6,6,4
57610701,142,118,2,14,8,6,24,66,26,7,8,5
57610702,152,119,4,19,10,23,21,35,47,12,8,6
57610703,30,20,1,7,2,2,4,10,4,4,4,2
57610704,33,26,0,7,0,1,6,11,8,4,3,0
57611501,83,65,2,11,5,9,17,15,20,11,5,6
57611502,11,7,0,1,3,2,0,1,6,0,0,2
57612301,184,148,1,21,14,5,38,47,47,25,13,9
57612302,48,40,0,6,2,2,11,16,12,2,2,3
57612303,59,42,0,10,7,0,9,15,17,7,5,6
57613101,903,707,12,103,81,77,165,230,226,106,52,47
57613102,46,37,0,5,4,2,2,15,15,5,3,4
57614001,81,62,1,10,8,5,14,18,27,7,5,5
57614003,73,62,1,7,3,3,13,7,29,11,9,1
57614004,52,37,1,9,5,5,10,16,10,8,2,1
57616602,109,77,1,16,15,6,13,26,37,9,10,8
57617401,119,93,1,15,10,8,24,33,26,15,7,6
57618201,928,789,6,83,50,83,196,233,256,81,47,32
57619101,8,7,0,0,1,0,0,4,1,1,2,0
57619102,298,231,1,44,22,14,54,83,80,32,28,7
57619104,134,106,2,19,7,11,15,45,38,7,14,4
57619105,47,33,1,6,7,3,7,14,18,3,0,2
57620401,325,274,4,33,14,23,55,97,83,32,20,15
57620402,66,55,1,8,2,5,10,16,23,4,3,5
57621201,8,7,0,1,0,1,2,3,2,0,0,0
57621202,774,604,11,111,48,46,137,241,196,74,52,28
57621203,19,11,1,5,2,2,4,4,3,1,2,3
57621204,63,54,0,6,3,4,12,15,17,8,3,4
57621206,15,13,0,0,2,3,5,0,3,0,2,2
57622102,266,223,3,26,14,31,39,68,81,32,8,7
57622103,28,25,0,3,0,2,1,13,7,2,2,1
3381920,0,0,0,0,0,0,0,0,0,0,0,0
57624701,26,17,3,6,0,4,6,6,5,3,2,0
57624702,40,21,2,15,2,1,10,10,12,4,3,0
57624704,188,120,7,44,17,7,40,37,54,22,15,13
57624705,15,9,0,4,2,2,1,4,2,4,2,0
57624706,13,11,0,2,0,2,2,4,5,0,0,0
57624707,10,8,0,2,0,0,1,1,4,2,1,1
57626301,276,234,1,23,18,28,61,78,63,22,16,8
57626302,43,36,0,5,2,2,8,9,13,5,5,1
57626304,51,37,1,10,3,6,10,8,14,5,8,0
57626305,15,6,0,9,0,0,4,4,3,2,2,0
57626306,8,6,0,1,1,0,2,1,5,0,0,0
0275880,0,0,0,0,0,0,0,0,0,0,0,0
3036820,0,0,0,0,0,0,0,0,0,0,0,0
3036910,0,0,0,0,0,0,0,0,0,0,0,0
3216300,0,0,0,0,0,0,0,0,0,0,0,0
57627101,66,50,0,10,6,4,8,15,23,8,5,3
57627103,146,115,2,19,10,7,23,39,41,18,7,11
57627104,103,86,0,13,4,8,10,24,34,14,8,5
57627105,46,39,0,5,2,3,9,12,6,5,7,4
57627106,34,28,0,5,1,0,4,5,12,8,4,1
57627107,35,30,2,2,1,6,4,6,10,4,1,4
57627108,98,72,2,22,2,5,20,25,22,16,5,5
57627109,27,20,0,5,2,0,3,8,7,6,1,2
57627110,26,23,0,1,2,2,6,6,8,2,1,1
57627111,15,6,0,6,3,0,1,4,5,1,1,3
57627112,60,45,1,8,6,5,5,16,23,6,4,1
57627113,852,722,8,58,64,52,154,187,253,103,53,50
57627114,356,290,7,39,20,21,56,75,84,45,35,40
57627115,302,226,6,35,35,17,67,72,85,23,16,22
57627116,663,542,4,67,50,47,124,167,164,65,62,34
57627117,307,239,4,35,29,21,38,75,72,41,34,26
57628001,60,42,0,14,4,2,7,24,10,8,6,3
57630101,747,648,4,66,29,59,121,194,202,81,60,30
57630102,65,51,1,8,5,6,4,13,16,17,7,2
57630103,37,31,0,4,2,3,10,5,14,3,2,0
54864201,45,40,1,2,2,2,7,13,13,5,2,3
54864202,34,24,0,7,3,0,5,11,10,7,0,1
54864203,52,42,0,7,3,2,9,20,8,6,5,2
54864204,46,37,1,4,4,2,7,14,17,4,1,1
57631001,101,82,2,10,7,7,13,25,29,14,5,8
54879101,33,25,0,8,0,1,9,8,3,6,3,3
54878201,51,37,0,11,3,2,8,16,14,2,6,3
57632801,24,20,0,2,2,2,2,5,12,1,1,1
57632802,21,15,0,2,4,1,2,5,6,2,3,2
0578272,0,0,0,0,0,0,0,0,0,0,0,0
57633601,30,23,0,4,3,2,4,12,8,1,2,1
57633602,484,399,4,52,29,29,76,139,137,55,28,20
57633603,19,15,0,3,1,0,5,8,4,2,0,0
57633604,23,18,0,4,1,2,3,1,5,8,1,3
57636101,2754,2160,35,375,184,202,473,665,778,304,179,153
57636102,51,42,1,6,2,3,10,6,21,7,4,0
57636103,132,107,3,19,3,13,17,41,40,11,5,5
57636104,29,24,1,3,1,2,3,11,9,1,2,1
57638701,85,77,0,6,2,9,21,15,23,7,8,2
57639501,13,8,0,4,1,1,4,3,2,1,1,1
57639502,32,18,1,9,4,1,3,12,5,6,3,2
57639503,18,10,0,7,1,0,4,7,5,2,0,0
57639505,41,30,0,8,3,3,7,9,13,4,3,2
57640901,134,112,0,13,9,9,20,43,38,13,7,4
54868502,49,43,0,4,2,4,6,15,12,6,2,4
57642501,36,36,0,0,0,0,0,26,8,1,1,0
57642502,900,779,4,58,59,92,213,245,203,86,42,19
57644101,65,54,0,8,3,4,19,13,10,6,10,3
57644102,100,71,4,18,7,12,18,18,25,10,9,8
54865101,87,70,1,12,4,4,24,16,25,12,4,2
57645001,48,41,0,5,2,5,7,13,13,6,3,1
57645002,86,74,0,8,4,10,12,21,26,10,4,3
57645003,101,73,2,24,2,7,20,27,22,14,5,6
57645004,31,24,0,5,2,2,10,9,3,6,0,1
57645005,19,14,1,2,2,2,3,6,4,2,2,0
57645006,12,11,0,1,0,2,3,2,1,4,0,0
57645008,55,40,1,10,4,2,17,11,14,6,3,2
57646801,288,233,0,29,26,19,55,70,72,30,25,17
57646802,33,26,1,4,2,3,4,14,5,5,2,0
57646803,20,17,0,3,0,1,0,7,4,2,4,2
57647601,29,22,2,5,0,1,4,8,12,2,2,0
57647602,280,228,4,33,15,27,59,69,95,15,8,7
57649201,319,253,2,45,19,27,50,92,89,34,15,12
57650601,141,116,1,16,8,10,34,38,28,15,10,6
57652201,18,13,0,5,0,1,1,10,1,4,1,0
57652202,58,41,1,8,8,4,5,18,14,8,4,5
57654901,16,12,0,2,2,0,1,6,4,2,1,2
57654902,108,78,2,20,8,3,13,32,32,11,8,9
57655701,16,13,0,3,0,1,3,6,2,2,0,2
57655702,87,72,0,8,7,5,16,21,34,5,3,3
57656501,239,185,1,43,10,12,32,60,68,26,17,24
57656502,27,22,0,2,3,2,6,7,5,3,3,1
57658101,45,36,0,6,3,2,11,9,16,5,1,1
57658102,206,168,1,25,12,13,36,55,64,20,10,8
57657302,194,132,4,36,22,12,37,41,50,26,16,12
57659001,122,103,1,11,7,15,21,30,32,17,2,5
57659002,23,16,0,4,3,3,4,2,8,4,1,1
57659003,201,169,0,18,14,16,29,76,46,14,11,9
57659004,1235,971,13,159,92,90,233,273,305,142,89,103
1122080,0,0,0,0,0,0,0,0,0,0,0,0
57660301,76,51,0,14,11,7,13,17,25,7,5,2
57660305,14,10,0,2,2,0,4,3,5,1,1,0
57661101,35,30,0,4,1,1,10,6,10,7,1,0
57661102,74,48,1,23,2,5,13,26,18,5,2,5
57661103,29,25,1,1,2,2,6,6,12,1,1,1
57662001,231,177,0,45,9,17,37,53,67,24,19,14
57665401,22,16,1,1,4,3,6,2,7,3,1,0
57665403,163,131,3,21,8,9,26,60,49,11,2,6
57665404,49,35,2,10,2,6,8,16,10,3,5,1
57665405,50,38,0,6,6,2,12,7,16,6,3,4
57666201,350,262,7,59,22,29,58,76,92,52,27,16
54872302,62,44,2,11,5,3,11,21,10,12,3,2
57667101,71,64,1,5,1,7,9,19,17,13,2,4
57667102,373,270,10,60,33,21,63,111,82,45,24,27
54875801,32,25,1,3,3,0,6,6,7,5,3,5
57668901,282,205,3,55,19,15,36,81,70,30,25,25
54866902,145,104,2,24,15,6,24,36,48,10,16,5
57670101,37,32,0,2,3,2,4,15,4,7,2,3
57670104,876,713,2,94,67,75,160,177,274,97,51,42
57670105,27,19,2,6,0,0,6,2,5,6,4,4
57670106,42,32,0,10,0,7,2,12,13,3,3,2
57670107,29,20,0,7,2,1,4,10,7,2,2,3
57672701,152,134,2,7,9,13,30,36,45,17,7,4
57672702,21,14,0,3,4,3,3,3,6,2,2,2
57672703,39,30,0,7,2,6,5,11,8,5,3,1
1441690,0,0,0,0,0,0,0,0,0,0,0,0
1441770,0,0,0,0,0,0,0,0,0,0,0,0
1441850,0,0,0,0,0,0,0,0,0,0,0,0
3216050,0,0,0,0,0,0,0,0,0,0,0,0
3312440,0,0,0,0,0,0,0,0,0,0,0,0
3380950,0,0,0,0,0,0,0,0,0,0,0,0
57606901,15,13,0,1,1,4,0,1,10,0,0,0
57606902,290,236,3,33,18,22,49,61,94,32,19,13
57606904,29,21,1,5,2,5,2,5,9,3,2,3
57606905,189,158,0,21,10,16,41,41,53,25,8,5
57606906,51,36,0,13,2,3,5,12,16,3,6,6
57606907,53,43,0,6,4,3,5,12,17,14,1,1
57606908,155,125,0,13,17,14,40,35,37,16,9,4
57606909,56,42,1,13,0,1,16,15,13,5,3,3
57606910,125,95,5,17,8,11,23,32,35,10,8,6
57606911,532,416,13,62,41,39,80,80,172,73,45,43
57606912,545,442,5,63,35,46,123,129,122,61,31,33
57606913,466,393,6,40,27,40,82,116,143,42,25,18
57606914,849,661,15,105,68,73,170,189,220,81,45,71
57606915,2162,1797,16,200,149,155,412,481,618,245,141,110
57606916,40,27,2,8,3,7,6,10,11,4,0,2
57673501,49,33,1,11,4,2,5,18,11,4,6,3
57674302,88,59,0,23,6,1,12,26,22,7,10,10
57675102,227,177,3,37,10,12,32,60,69,23,11,20
57677801,108,94,0,9,5,12,26,18,31,13,2,6
57677802,10,6,1,2,1,0,3,1,4,0,1,1
57677803,40,33,0,3,4,3,8,9,8,7,2,3
57677804,40,33,0,4,3,6,4,10,14,5,1,0
57677805,46,38,0,6,2,2,8,9,10,9,5,3
57677806,14,11,0,3,0,0,2,9,0,0,2,1
57677807,14,9,0,2,3,1,2,1,4,3,1,2
57677808,19,17,0,2,0,6,2,4,6,0,0,1
57677809,245,198,0,29,18,19,48,62,69,23,11,13
57678601,440,368,4,41,27,39,73,119,110,51,28,20
57679401,55,44,0,8,3,8,5,13,19,2,2,6
57680801,147,124,3,17,3,9,23,46,36,19,12,2
57680802,1047,874,7,96,70,78,208,268,302,96,50,45
54869301,25,21,0,3,1,1,7,5,5,6,1,0
54869302,57,44,0,8,5,2,9,19,14,4,7,2
57681601,32,31,0,0,1,3,7,13,5,2,1,1
57681602,86,70,0,10,6,3,16,17,22,9,9,10
57681603,121,106,0,13,2,8,21,39,27,15,8,3
57682401,133,109,3,15,6,9,23,44,33,11,6,7
57682402,114,96,0,12,6,3,26,31,27,14,8,5
57682403,27,23,0,3,1,2,1,8,11,3,0,2
57682404,44,38,0,4,2,2,2,18,12,2,3,5
57682405,38,31,0,4,3,4,5,14,11,1,3,0
57683201,162,134,3,9,16,8,34,44,48,14,11,3
57684101,31,26,0,3,2,3,2,15,5,4,1,1
57684102,164,136,1,19,8,19,30,36,41,19,14,5
57685902,131,98,4,21,8,13,22,36,34,14,6,6
57685904,107,77,1,16,13,5,16,26,36,10,5,9
57685905,105,77,5,9,14,12,21,23,30,9,5,5
57685906,78,66,0,6,6,3,12,24,21,6,7,5
57685907,2490,2015,20,266,189,157,490,574,685,302,160,122
57685908,90,78,1,7,4,5,22,28,25,6,3,1
57687501,44,40,0,4,0,3,8,12,11,8,2,0
57687502,101,77,0,19,5,5,22,28,24,13,5,4
57688301,144,111,2,24,7,3,15,37,42,27,8,12
57688302,13,6,1,3,3,3,0,1,4,3,0,2
57688303,9,9,0,0,0,1,2,2,2,1,0,1
57688305,18,9,2,6,1,2,4,5,3,0,2,2
57688306,120,105,2,8,5,8,14,43,38,9,2,6
57688307,1816,1512,13,185,106,128,350,467,515,173,102,81
57688308,31,25,0,5,1,1,6,7,10,3,1,3
57689101,19,15,0,4,0,1,3,5,6,4,0,0
57689102,41,31,0,4,6,4,7,13,8,3,4,2
57689103,43,39,0,4,0,3,7,10,14,5,4,0
57689104,86,69,1,13,3,6,17,15,31,8,7,2
57689105,163,130,5,22,6,12,18,40,50,16,17,10
57689106,19,15,0,3,1,0,2,6,9,2,0,0
54870701,16,12,0,4,0,0,3,5,1,2,4,1
54870702,65,44,2,13,6,6,12,20,14,8,2,3
57692101,294,230,4,43,17,16,45,90,75,37,16,15
57693001,137,109,4,19,5,14,17,40,48,9,7,2
57694801,14,11,0,3,0,0,3,3,5,2,1,0
57694802,18,12,0,6,0,0,3,6,4,4,0,1
57694804,34,26,0,6,2,2,8,3,15,5,1,0
57694805,11,8,1,1,1,0,1,4,4,1,1,0
57695601,15,13,0,0,2,2,0,3,3,3,3,1
57695602,17,13,0,3,1,0,1,9,5,2,0,0
57695603,241,183,4,38,16,19,51,70,62,25,9,5
57904101,67,50,1,15,1,2,8,11,28,6,6,6
57904102,307,229,5,43,30,24,47,83,99,22,14,18
57905003,365,302,1,34,28,22,63,101,107,41,17,14
57905004,16,16,0,0,0,5,2,4,3,2,0,0
57905005,30,23,0,3,4,3,2,2,13,3,5,2
57906801,29,24,1,4,0,3,4,8,11,1,1,1
57906802,535,412,8,73,42,38,82,156,132,66,32,29
57906803,33,24,2,3,4,0,10,3,8,6,1,5
57906804,63,47,2,7,7,4,6,17,19,6,6,5
57907601,78,53,1,13,11,9,19,8,21,10,6,5
57909201,174,127,4,30,13,8,32,46,46,19,18,5
54882101,85,60,0,20,5,6,8,28,25,10,5,3
57910601,208,167,2,28,11,19,23,65,71,12,11,7
57911401,164,112,2,34,16,11,36,41,41,12,10,13
57911402,132,106,2,13,11,12,20,35,41,9,11,4
57911403,48,26,2,15,5,5,6,16,12,5,3,1
57912201,492,385,8,77,22,26,95,114,131,71,36,19
55486302,203,163,8,25,7,17,33,44,64,25,12,8
57914901,138,99,1,29,9,10,17,33,53,14,5,6
57915701,284,227,6,37,14,31,44,56,105,21,18,9
57915702,63,50,2,10,1,7,3,23,15,9,2,4
57916501,386,299,6,63,18,23,62,115,98,42,26,20
57917301,87,68,2,10,7,8,15,27,21,5,8,3
57917302,50,42,0,5,3,2,6,14,13,6,6,3
57917303,22,15,0,5,2,1,3,6,8,1,2,1
57917304,12,9,0,1,2,1,2,4,5,0,0,0
57918101,154,115,1,28,10,10,28,28,41,16,11,20
57918102,15,11,2,2,0,0,6,2,3,1,1,2
57918103,20,15,0,4,1,3,6,3,4,4,0,0
57919001,337,279,3,36,19,15,67,67,107,38,31,12
3126810,0,0,0,0,0,0,0,0,0,0,0,0
57920301,94,71,1,14,8,5,17,22,25,10,8,7
57920302,149,109,2,20,18,13,26,31,43,12,7,17
57920303,70,63,0,5,2,4,7,18,28,6,2,5
57920304,99,73,2,15,9,3,18,29,26,10,9,4
57920305,204,155,3,25,21,16,32,42,61,28,13,12
57920306,77,53,3,14,7,4,10,24,18,7,4,10
57920307,22,16,0,5,1,0,3,6,3,5,4,1
57920308,135,98,4,27,6,4,16,36,34,23,8,14
57920309,46,42,0,4,0,1,6,11,18,3,5,2
57920310,253,203,3,28,19,24,48,54,72,23,17,15
57920311,389,302,11,54,22,22,62,84,110,49,30,32
57920312,888,678,17,121,72,73,175,221,216,82,74,47
57920313,918,713,13,138,54,51,176,183,265,116,65,62
57920314,68,57,1,4,6,7,21,7,18,9,4,2
57920315,605,462,8,98,37,43,86,136,155,66,78,41
57920316,994,820,8,95,71,58,203,227,270,116,62,58
57920317,531,435,5,48,43,38,84,131,162,50,29,37
57920318,155,118,1,24,12,11,13,37,57,19,13,5
57920319,7,6,0,1,0,0,2,3,1,1,0,0
57920320,560,457,6,66,31,33,104,132,188,51,23,29
57920321,109,77,5,19,8,7,13,28,33,14,8,6
